,sample,density,wood,keepit,year,label
469,163.0,0.354514,1,0,2017.0,VF3
470,163.0,0.327066,0,0,2018.0,VF3
471,163.0,0.315645,0,0,2018.0,VF3
472,163.0,0.305566,0,0,2018.0,VF3
473,163.0,0.304355,0,0,2018.0,VF3
474,163.0,0.305566,0,0,2018.0,VF3
475,163.0,0.308118,0,0,2018.0,VF3
476,163.0,0.305276,0,0,2018.0,VF3
477,163.0,0.305276,0,1,2018.0,VF3
478,163.0,0.309829,0,1,2018.0,VF3
479,163.0,0.312592,0,1,2018.0,VF3
480,163.0,0.313803,0,1,2018.0,VF3
481,163.0,0.314355,0,1,2018.0,VF3
482,163.0,0.317908,0,1,2018.0,VF3
483,163.0,0.327277,0,1,2018.0,VF3
484,163.0,0.338277,0,1,2018.0,VF3
485,163.0,0.338277,0,1,2018.0,VF3
486,163.0,0.342093,0,1,2018.0,VF3
487,163.0,0.353646,1,1,2018.0,VF3
488,163.0,0.362383,1,1,2018.0,VF3
489,163.0,0.372883,1,1,2018.0,VF3
490,163.0,0.391883,1,1,2018.0,VF3
491,163.0,0.398752,1,1,2018.0,VF3
492,163.0,0.409673,1,1,2018.0,VF3
493,163.0,0.417621,1,1,2018.0,VF3
494,163.0,0.420384,1,1,2018.0,VF3
495,163.0,0.419963,1,1,2018.0,VF3
496,163.0,0.414699,1,1,2018.0,VF3
497,163.0,0.414857,1,1,2018.0,VF3
498,163.0,0.413305,1,1,2018.0,VF3
499,163.0,0.404226,1,1,2018.0,VF3
500,163.0,0.400673,1,1,2018.0,VF3
501,163.0,0.387541,1,1,2018.0,VF3
502,163.0,0.376357,1,1,2018.0,VF3
503,163.0,0.365435,0,1,2019.0,VF3
504,163.0,0.351593,0,1,2019.0,VF3
505,163.0,0.353303,0,1,2019.0,VF3
506,163.0,0.353303,0,1,2019.0,VF3
507,163.0,0.357488,0,1,2019.0,VF3
508,163.0,0.363646,0,1,2019.0,VF3
509,163.0,0.366277,0,1,2019.0,VF3
510,163.0,0.36912,0,1,2019.0,VF3
511,163.0,0.374435,0,1,2019.0,VF3
512,163.0,0.380804,0,1,2019.0,VF3
513,163.0,0.390752,0,1,2019.0,VF3
514,163.0,0.390752,0,1,2019.0,VF3
515,163.0,0.394146,0,1,2019.0,VF3
516,163.0,0.396488,0,0,2019.0,VF3
517,163.0,0.39762,0,0,2019.0,VF3
518,163.0,0.397752,0,0,2019.0,VF3
519,163.0,0.378962,0,0,2019.0,VF3
520,163.0,0.365988,0,0,2019.0,VF3
521,163.0,0.329198,0,0,2019.0,VF3
522,163.0,0.305776,0,0,2020.0,VF3
523,163.0,0.277986,1,0,2020.0,VF3
524,163.0,0.218831,0,0,2021.0,VF3
525,163.0,0.163401,0,0,2021.0,VF3
526,163.0,0.163401,0,0,2021.0,VF3
527,163.0,0.11875,0,0,2021.0,VF3
528,163.0,0.087964,0,0,2021.0,VF3
529,163.0,0.075696,0,0,2021.0,VF3
530,163.0,0.062976,0,0,2021.0,VF3
531,163.0,0.042181,0,0,2021.0,VF3
532,163.0,0.033109,0,0,2021.0,VF3
533,163.0,0.022104,0,0,2021.0,VF3
534,163.0,0.021387,0,0,2021.0,VF3
535,163.0,0.021215,0,0,2021.0,VF3
536,163.0,0.021932,0,0,2021.0,VF3
537,163.0,0.021683,0,0,2021.0,VF3
538,163.0,0.018441,0,0,2021.0,VF3
539,163.0,0.017396,0,0,2021.0,VF3
540,84.0,0.285278,0,0,2016.0,VF3
541,84.0,0.27732,0,0,2016.0,VF3
542,84.0,0.273466,0,0,2016.0,VF3
543,84.0,0.272274,0,0,2016.0,VF3
544,84.0,0.270798,0,0,2016.0,VF3
545,84.0,0.282951,0,0,2016.0,VF3
546,84.0,0.300391,0,0,2016.0,VF3
547,84.0,0.302315,0,0,2016.0,VF3
548,84.0,0.289473,0,0,2016.0,VF3
549,84.0,0.277148,0,0,2016.0,VF3
550,84.0,0.270637,0,0,2016.0,VF3
551,84.0,0.271243,0,0,2016.0,VF3
552,84.0,0.28591,0,0,2016.0,VF3
553,84.0,0.283899,0,0,2016.0,VF3
554,84.0,0.276314,0,0,2016.0,VF3
555,84.0,0.267524,0,0,2016.0,VF3
556,84.0,0.261603,0,0,2016.0,VF3
557,84.0,0.261482,0,0,2016.0,VF3
558,84.0,0.265685,0,0,2016.0,VF3
559,84.0,0.269545,0,0,2016.0,VF3
560,84.0,0.27189,0,0,2016.0,VF3
561,84.0,0.273749,0,0,2016.0,VF3
562,84.0,0.275548,0,0,2016.0,VF3
563,84.0,0.273688,0,0,2016.0,VF3
564,84.0,0.264695,0,0,2016.0,VF3
565,84.0,0.255399,0,0,2016.0,VF3
566,84.0,0.254894,0,0,2016.0,VF3
567,84.0,0.260573,0,0,2016.0,VF3
568,84.0,0.265786,0,0,2016.0,VF3
569,84.0,0.272152,1,0,2016.0,VF3
570,84.0,0.275548,1,0,2016.0,VF3
571,84.0,0.275002,1,0,2016.0,VF3
572,84.0,0.274234,1,0,2016.0,VF3
573,84.0,0.2814,1,0,2016.0,VF3
574,84.0,0.291628,1,0,2016.0,VF3
575,84.0,0.287146,1,0,2016.0,VF3
576,84.0,0.273911,1,0,2016.0,VF3
577,84.0,0.269828,1,0,2016.0,VF3
578,84.0,0.267201,1,0,2016.0,VF3
